Time (sec), Heater 1, Heater 2, Temperature 1, Temperature 2
2.311654069423675537e+02,1.353334438422061403e+01,4.453072980130188085e+01,2.412000000000000099e+01,2.337999999999999901e+01
2.341624846458435059e+02,1.353334438422061403e+01,4.453072980130188085e+01,2.414999999999999858e+01,2.305999999999999872e+01
2.371694431304931641e+02,1.353334438422061403e+01,4.453072980130188085e+01,2.435000000000000142e+01,2.380000000000000071e+01
2.401739811897277832e+02,3.779611373461272450e+01,4.453072980130188085e+01,2.441000000000000014e+01,2.351000000000000156e+01
2.431766057014465332e+02,3.779611373461272450e+01,4.453072980130188085e+01,2.428000000000000114e+01,2.373000000000000043e+01
2.461784031391143799e+02,3.779611373461272450e+01,4.453072980130188085e+01,2.448000000000000043e+01,2.408999999999999986e+01
2.491803066730499268e+02,3.779611373461272450e+01,4.453072980130188085e+01,2.441000000000000014e+01,2.405999999999999872e+01
2.521825830936431885e+02,3.779611373461272450e+01,4.453072980130188085e+01,2.467000000000000171e+01,2.408999999999999986e+01
2.551858265399932861e+02,3.779611373461272450e+01,4.453072980130188085e+01,2.476999999999999957e+01,2.421999999999999886e+01
2.581844630241394043e+02,3.779611373461272450e+01,4.453072980130188085e+01,2.508999999999999986e+01,2.473000000000000043e+01
2.611849720478057861e+02,3.779611373461272450e+01,4.453072980130188085e+01,2.580000000000000071e+01,2.514999999999999858e+01
2.641889684200286865e+02,3.779611373461272450e+01,4.453072980130188085e+01,2.585999999999999943e+01,2.530999999999999872e+01
2.671919169425964355e+02,3.779611373461272450e+01,4.453072980130188085e+01,2.580000000000000071e+01,2.535000000000000142e+01
2.701937742233276367e+02,3.779611373461272450e+01,9.509911065714000244e+01,2.605000000000000071e+01,2.501999999999999957e+01
2.731956312656402588e+02,3.779611373461272450e+01,9.509911065714000244e+01,2.628000000000000114e+01,2.576000000000000156e+01
2.761975102424621582e+02,3.779611373461272450e+01,9.509911065714000244e+01,2.669999999999999929e+01,2.601999999999999957e+01
2.792015190124511719e+02,3.779611373461272450e+01,9.509911065714000244e+01,2.682999999999999829e+01,2.621999999999999886e+01
2.821999554634094238e+02,3.779611373461272450e+01,9.509911065714000244e+01,2.714999999999999858e+01,2.621999999999999886e+01
2.852028815746307373e+02,3.779611373461272450e+01,9.509911065714000244e+01,2.733999999999999986e+01,2.651000000000000156e+01
2.882058324813842773e+02,3.779611373461272450e+01,9.509911065714000244e+01,2.744000000000000128e+01,2.653999999999999915e+01
2.912087621688842773e+02,3.779611373461272450e+01,9.509911065714000244e+01,2.728000000000000114e+01,2.673000000000000043e+01
2.942128341197967529e+02,3.779611373461272450e+01,9.509911065714000244e+01,2.753999999999999915e+01,2.689000000000000057e+01
2.972106683254241943e+02,3.779611373461272450e+01,9.509911065714000244e+01,2.767000000000000171e+01,2.692000000000000171e+01
3.002134714126586914e+02,8.351863415312747918e+01,9.509911065714000244e+01,2.801999999999999957e+01,2.733999999999999986e+01
3.032136664390563965e+02,8.351863415312747918e+01,9.509911065714000244e+01,2.805000000000000071e+01,2.741000000000000014e+01
3.062120163440704346e+02,8.351863415312747918e+01,9.509911065714000244e+01,2.844000000000000128e+01,2.757000000000000028e+01
3.092139973640441895e+02,8.351863415312747918e+01,9.509911065714000244e+01,2.869999999999999929e+01,2.757000000000000028e+01
3.122153649330139160e+02,8.351863415312747918e+01,9.509911065714000244e+01,2.898999999999999844e+01,2.850000000000000000e+01
3.152194373607635498e+02,8.351863415312747918e+01,9.509911065714000244e+01,2.928000000000000114e+01,2.869999999999999929e+01
3.182191376686096191e+02,8.351863415312747918e+01,9.509911065714000244e+01,2.978999999999999915e+01,2.889000000000000057e+01
3.212220087051391602e+02,8.351863415312747918e+01,9.509911065714000244e+01,3.014999999999999858e+01,2.914999999999999858e+01
3.242260520458221436e+02,8.351863415312747918e+01,9.509911065714000244e+01,3.066000000000000014e+01,2.905000000000000071e+01
3.272278785705566406e+02,8.351863415312747918e+01,9.509911065714000244e+01,3.092000000000000171e+01,2.917999999999999972e+01
3.302329783439636230e+02,8.351863415312747918e+01,9.049420667859170919e+01,3.133999999999999986e+01,2.933999999999999986e+01
3.332315945625305176e+02,8.351863415312747918e+01,9.049420667859170919e+01,3.189000000000000057e+01,2.957000000000000028e+01
3.362293891906738281e+02,8.351863415312747918e+01,9.049420667859170919e+01,3.207999999999999829e+01,2.950000000000000000e+01
3.392298767566680908e+02,8.351863415312747918e+01,9.049420667859170919e+01,3.260000000000000142e+01,2.982999999999999829e+01
3.422318127155303955e+02,8.351863415312747918e+01,9.049420667859170919e+01,3.302000000000000313e+01,2.985999999999999943e+01
3.452346878051757812e+02,8.351863415312747918e+01,9.049420667859170919e+01,3.350000000000000000e+01,3.028000000000000114e+01
3.482348713874816895e+02,8.351863415312747918e+01,9.049420667859170919e+01,3.397999999999999687e+01,3.062999999999999901e+01
3.512378003597259521e+02,8.351863415312747918e+01,9.049420667859170919e+01,3.439999999999999858e+01,3.057000000000000028e+01
3.542407426834106445e+02,8.351863415312747918e+01,9.049420667859170919e+01,3.485000000000000142e+01,3.123999999999999844e+01
3.572447607517242432e+02,8.351863415312747918e+01,9.049420667859170919e+01,3.514000000000000057e+01,3.130999999999999872e+01
3.602363574504852295e+02,8.152598774673946025e+01,9.049420667859170919e+01,3.539999999999999858e+01,3.130999999999999872e+01
3.632328112125396729e+02,8.152598774673946025e+01,9.049420667859170919e+01,3.578999999999999915e+01,3.094999999999999929e+01
3.662300689220428467e+02,8.152598774673946025e+01,9.049420667859170919e+01,3.603999999999999915e+01,3.105000000000000071e+01
3.692314124107360840e+02,8.152598774673946025e+01,9.049420667859170919e+01,3.627000000000000313e+01,3.133999999999999986e+01
3.722318766117095947e+02,8.152598774673946025e+01,9.049420667859170919e+01,3.665999999999999659e+01,3.137000000000000099e+01
3.752336723804473877e+02,8.152598774673946025e+01,9.049420667859170919e+01,3.724000000000000199e+01,3.130999999999999872e+01
3.782379372119903564e+02,8.152598774673946025e+01,9.049420667859170919e+01,3.765999999999999659e+01,3.192000000000000171e+01
3.812543578147888184e+02,8.152598774673946025e+01,9.049420667859170919e+01,3.800999999999999801e+01,3.236999999999999744e+01
3.842572858333587646e+02,8.152598774673946025e+01,9.049420667859170919e+01,3.836999999999999744e+01,3.214999999999999858e+01
3.872486867904663086e+02,8.152598774673946025e+01,9.049420667859170919e+01,3.827000000000000313e+01,3.173000000000000043e+01
3.902522819042205811e+02,8.152598774673946025e+01,6.013855503561161697e+01,3.885000000000000142e+01,3.231000000000000227e+01
3.932469389438629150e+02,8.152598774673946025e+01,6.013855503561161697e+01,3.917000000000000171e+01,3.236999999999999744e+01
3.962448816299438477e+02,8.152598774673946025e+01,6.013855503561161697e+01,3.968999999999999773e+01,3.278999999999999915e+01
3.992354712486267090e+02,8.152598774673946025e+01,6.013855503561161697e+01,3.990999999999999659e+01,3.243999999999999773e+01
4.022319822311401367e+02,8.152598774673946025e+01,6.013855503561161697e+01,4.007000000000000028e+01,3.250000000000000000e+01
4.052348237037658691e+02,8.152598774673946025e+01,6.013855503561161697e+01,4.042999999999999972e+01,3.234000000000000341e+01
4.082376468181610107e+02,8.152598774673946025e+01,6.013855503561161697e+01,4.071999999999999886e+01,3.292000000000000171e+01
4.112304582595825195e+02,8.152598774673946025e+01,6.013855503561161697e+01,4.100999999999999801e+01,3.278999999999999915e+01
4.142312672138214111e+02,8.152598774673946025e+01,6.013855503561161697e+01,4.129999999999999716e+01,3.263000000000000256e+01
4.172217452526092529e+02,8.152598774673946025e+01,6.013855503561161697e+01,4.156000000000000227e+01,3.285000000000000142e+01
4.202247879505157471e+02,4.432719400907983243e+01,6.013855503561161697e+01,4.190999999999999659e+01,3.295000000000000284e+01
4.232286834716796875e+02,4.432719400907983243e+01,6.013855503561161697e+01,4.210000000000000142e+01,3.275999999999999801e+01
4.262193050384521484e+02,4.432719400907983243e+01,6.013855503561161697e+01,4.217000000000000171e+01,3.243999999999999773e+01
4.292173705101013184e+02,4.432719400907983243e+01,6.013855503561161697e+01,4.275000000000000000e+01,3.334000000000000341e+01
4.322140121459960938e+02,4.432719400907983243e+01,6.013855503561161697e+01,4.303999999999999915e+01,3.304999999999999716e+01
4.352100069522857666e+02,4.432719400907983243e+01,6.013855503561161697e+01,4.307000000000000028e+01,3.360000000000000142e+01
4.382129406929016113e+02,4.432719400907983243e+01,6.013855503561161697e+01,4.310000000000000142e+01,3.314000000000000057e+01
4.412141556739807129e+02,4.432719400907983243e+01,6.013855503561161697e+01,4.322999999999999687e+01,3.331000000000000227e+01
4.442193059921264648e+02,4.432719400907983243e+01,6.013855503561161697e+01,4.364999999999999858e+01,3.385000000000000142e+01
4.472151103019714355e+02,4.432719400907983243e+01,6.013855503561161697e+01,4.354999999999999716e+01,3.363000000000000256e+01
4.502162666320800781e+02,4.432719400907983243e+01,4.442586593104256565e+01,4.332999999999999829e+01,3.365999999999999659e+01
4.532160174846649170e+02,0.000000000000000000e+00,4.442586593104256565e+01,4.335999999999999943e+01,3.371999999999999886e+01
4.562185771465301514e+02,0.000000000000000000e+00,4.442586593104256565e+01,4.317000000000000171e+01,3.353000000000000114e+01
4.592204349040985107e+02,0.000000000000000000e+00,4.442586593104256565e+01,4.284000000000000341e+01,3.336999999999999744e+01
4.622223017215728760e+02,0.000000000000000000e+00,4.442586593104256565e+01,4.293999999999999773e+01,3.339999999999999858e+01
4.652273921966552734e+02,0.000000000000000000e+00,4.442586593104256565e+01,4.296999999999999886e+01,3.342999999999999972e+01
4.682314796447753906e+02,0.000000000000000000e+00,4.442586593104256565e+01,4.288000000000000256e+01,3.371999999999999886e+01
4.712332780361175537e+02,0.000000000000000000e+00,4.442586593104256565e+01,4.271999999999999886e+01,3.382000000000000028e+01
4.742336027622222900e+02,0.000000000000000000e+00,4.442586593104256565e+01,4.252000000000000313e+01,3.382000000000000028e+01
4.772354650497436523e+02,0.000000000000000000e+00,4.442586593104256565e+01,4.232999999999999829e+01,3.382000000000000028e+01
4.802284541130065918e+02,0.000000000000000000e+00,4.442586593104256565e+01,4.193999999999999773e+01,3.339999999999999858e+01
4.832330636978149414e+02,0.000000000000000000e+00,4.442586593104256565e+01,4.167999999999999972e+01,3.365999999999999659e+01
4.862367601394653320e+02,0.000000000000000000e+00,4.442586593104256565e+01,4.159000000000000341e+01,3.353000000000000114e+01
4.892328925132751465e+02,0.000000000000000000e+00,4.442586593104256565e+01,4.120000000000000284e+01,3.353000000000000114e+01
4.922359387874603271e+02,0.000000000000000000e+00,4.442586593104256565e+01,4.103999999999999915e+01,3.371999999999999886e+01
4.952381589412689209e+02,0.000000000000000000e+00,4.442586593104256565e+01,4.052000000000000313e+01,3.363000000000000256e+01
4.982427597045898438e+02,0.000000000000000000e+00,4.442586593104256565e+01,4.003999999999999915e+01,3.346999999999999886e+01
5.012447798252105713e+02,0.000000000000000000e+00,4.442586593104256565e+01,3.961999999999999744e+01,3.327000000000000313e+01
5.042473590373992920e+02,0.000000000000000000e+00,4.442586593104256565e+01,3.932999999999999829e+01,3.324000000000000199e+01
5.072466976642608643e+02,0.000000000000000000e+00,4.442586593104256565e+01,3.914000000000000057e+01,3.334000000000000341e+01
5.102495775222778320e+02,0.000000000000000000e+00,4.770746284920267755e+01,3.895000000000000284e+01,3.353000000000000114e+01
5.132525572776794434e+02,0.000000000000000000e+00,4.770746284920267755e+01,3.861999999999999744e+01,3.356000000000000227e+01
5.162562665939331055e+02,0.000000000000000000e+00,4.770746284920267755e+01,3.829999999999999716e+01,3.327000000000000313e+01
5.192602696418762207e+02,0.000000000000000000e+00,4.770746284920267755e+01,3.800999999999999801e+01,3.363000000000000256e+01
5.222588703632354736e+02,0.000000000000000000e+00,4.770746284920267755e+01,3.782000000000000028e+01,3.350000000000000000e+01
5.252627668380737305e+02,0.000000000000000000e+00,4.770746284920267755e+01,3.765999999999999659e+01,3.375999999999999801e+01
5.282620978355407715e+02,0.000000000000000000e+00,4.770746284920267755e+01,3.750000000000000000e+01,3.382000000000000028e+01
5.312642772197723389e+02,0.000000000000000000e+00,4.770746284920267755e+01,3.700999999999999801e+01,3.356000000000000227e+01
5.342621026039123535e+02,0.000000000000000000e+00,4.770746284920267755e+01,3.695000000000000284e+01,3.378999999999999915e+01
5.372623505592346191e+02,0.000000000000000000e+00,4.770746284920267755e+01,3.671999999999999886e+01,3.382000000000000028e+01
5.402591202259063721e+02,0.000000000000000000e+00,4.770746284920267755e+01,3.642999999999999972e+01,3.363000000000000256e+01
5.432640779018402100e+02,0.000000000000000000e+00,4.770746284920267755e+01,3.559000000000000341e+01,3.289000000000000057e+01
5.462680757045745850e+02,0.000000000000000000e+00,4.770746284920267755e+01,3.588000000000000256e+01,3.375999999999999801e+01
5.492705869674682617e+02,0.000000000000000000e+00,4.770746284920267755e+01,3.565999999999999659e+01,3.375999999999999801e+01
5.522724637985229492e+02,0.000000000000000000e+00,4.770746284920267755e+01,3.517000000000000171e+01,3.324000000000000199e+01
5.552707002162933350e+02,0.000000000000000000e+00,4.770746284920267755e+01,3.514000000000000057e+01,3.365999999999999659e+01
5.582766325473785400e+02,0.000000000000000000e+00,4.770746284920267755e+01,3.492000000000000171e+01,3.360000000000000142e+01
5.612795555591583252e+02,0.000000000000000000e+00,4.770746284920267755e+01,3.439999999999999858e+01,3.310999999999999943e+01
5.642825248241424561e+02,0.000000000000000000e+00,4.770746284920267755e+01,3.395000000000000284e+01,3.292000000000000171e+01
5.672762565612792969e+02,0.000000000000000000e+00,4.770746284920267755e+01,3.389000000000000057e+01,3.285000000000000142e+01
5.702785065174102783e+02,0.000000000000000000e+00,3.080100534494375353e+01,3.389000000000000057e+01,3.327000000000000313e+01
5.732769439220428467e+02,0.000000000000000000e+00,3.080100534494375353e+01,3.336999999999999744e+01,3.263000000000000256e+01
5.762805855274200439e+02,0.000000000000000000e+00,3.080100534494375353e+01,3.339999999999999858e+01,3.334000000000000341e+01
5.792845399379730225e+02,0.000000000000000000e+00,3.080100534494375353e+01,3.285000000000000142e+01,3.278999999999999915e+01
5.822866969108581543e+02,0.000000000000000000e+00,3.080100534494375353e+01,3.268999999999999773e+01,3.227000000000000313e+01
5.852885515689849854e+02,0.000000000000000000e+00,3.080100534494375353e+01,3.260000000000000142e+01,3.263000000000000256e+01
5.882922713756561279e+02,0.000000000000000000e+00,3.080100534494375353e+01,3.234000000000000341e+01,3.224000000000000199e+01
5.912941493988037109e+02,0.000000000000000000e+00,3.080100534494375353e+01,3.204999999999999716e+01,3.207999999999999829e+01
5.942964258193969727e+02,0.000000000000000000e+00,3.080100534494375353e+01,3.204999999999999716e+01,3.227000000000000313e+01
5.972946920394897461e+02,0.000000000000000000e+00,3.080100534494375353e+01,3.182000000000000028e+01,3.202000000000000313e+01
6.002987074851989746e+02,7.857305615832082424e+01,3.080100534494375353e+01,3.189000000000000057e+01,3.236999999999999744e+01
