Time (sec), Heater 1 (%), Heater 2 (%), Temperature 1 (degC), Temperature 2 (degC), Set Point 1 (degC), Set Point 2 (degC)
2.400635838508605957e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.203000000000000114e+01,1.980000000000000071e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.499714183807373047e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.225000000000000000e+01,1.989999999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.599818325042724609e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.248000000000000043e+01,2.000000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.699882507324218750e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.260999999999999943e+01,1.989999999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.798911571502685547e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.282999999999999829e+01,2.000000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.898097181320190430e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.308999999999999986e+01,1.989999999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.997538614273071289e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.321999999999999886e+01,1.982999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.096749329566955566e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.357000000000000028e+01,1.980000000000000071e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.196160912513732910e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.382999999999999829e+01,1.992999999999999972e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.296221947669982910e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.408999999999999986e+01,1.989999999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.396286153793334961e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.437999999999999901e+01,1.989999999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.496413040161132812e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.460000000000000142e+01,2.008999999999999986e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.595811581611633301e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.489000000000000057e+01,2.000000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.695868992805480957e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.501999999999999957e+01,2.000000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.795866060256958008e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.535000000000000142e+01,2.000000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.895928931236267090e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.564000000000000057e+01,2.000000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.996056437492370605e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.580000000000000071e+01,2.012000000000000099e+01,2.300000000000000000e+01,2.300000000000000000e+01
4.095913052558898926e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.617999999999999972e+01,2.000000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
4.195911192893981934e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.633999999999999986e+01,1.996000000000000085e+01,2.300000000000000000e+01,2.300000000000000000e+01
4.296038460731506348e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.667000000000000171e+01,2.008999999999999986e+01,2.300000000000000000e+01,2.300000000000000000e+01
4.396051335334777832e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.692000000000000171e+01,2.019000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
4.496097207069396973e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.712000000000000099e+01,2.016000000000000014e+01,2.300000000000000000e+01,2.300000000000000000e+01
4.595937418937683105e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.744000000000000128e+01,1.996000000000000085e+01,2.300000000000000000e+01,2.300000000000000000e+01
4.695979571342468262e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.767000000000000171e+01,2.005999999999999872e+01,2.300000000000000000e+01,2.300000000000000000e+01
4.796044373512268066e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.798999999999999844e+01,2.008999999999999986e+01,2.300000000000000000e+01,2.300000000000000000e+01
4.896108198165893555e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.828000000000000114e+01,2.003000000000000114e+01,2.300000000000000000e+01,2.300000000000000000e+01
4.996234750747680664e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.853999999999999915e+01,2.019000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.095860195159912109e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.878999999999999915e+01,2.021999999999999886e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.195921921730041504e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.898999999999999844e+01,2.016000000000000014e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.295991015434265137e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.928000000000000114e+01,2.028999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.395981216430664062e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.962999999999999901e+01,2.025000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.497605657577514648e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.985999999999999943e+01,2.016000000000000014e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.597421646118164062e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.014999999999999858e+01,2.037999999999999901e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.697555446624755859e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.033999999999999986e+01,2.032000000000000028e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.797545409202575684e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.073000000000000043e+01,2.032000000000000028e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.897609496116638184e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.089000000000000057e+01,2.032000000000000028e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.997737050056457520e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.117999999999999972e+01,2.035000000000000142e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.099127721786499023e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.139999999999999858e+01,2.035000000000000142e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.199262428283691406e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.176000000000000156e+01,2.051000000000000156e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.299324917793273926e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.202000000000000313e+01,2.035000000000000142e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.399387598037719727e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.221000000000000085e+01,2.048000000000000043e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.499448633193969727e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.243999999999999773e+01,2.057999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.599161124229431152e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.265999999999999659e+01,2.053999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.699223828315734863e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.297999999999999687e+01,2.071000000000000085e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.798726677894592285e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.331000000000000227e+01,2.053999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.898789596557617188e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.360000000000000142e+01,2.057999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.998852252960205078e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.382000000000000028e+01,2.064000000000000057e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.098915100097656250e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.410999999999999943e+01,2.067000000000000171e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.198978185653686523e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.429999999999999716e+01,2.067000000000000171e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.299040055274963379e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.463000000000000256e+01,2.073999999999999844e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.399104237556457520e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.492000000000000171e+01,2.071000000000000085e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.499166893959045410e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.510999999999999943e+01,2.082999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.598986959457397461e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.539999999999999858e+01,2.087000000000000099e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.699051642417907715e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.559000000000000341e+01,2.080000000000000071e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.799178552627563477e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.592000000000000171e+01,2.092999999999999972e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.899249649047851562e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.610999999999999943e+01,2.073999999999999844e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.999304175376892090e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.639999999999999858e+01,2.082999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.099131989479064941e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.668999999999999773e+01,2.105999999999999872e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.199187588691711426e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.678999999999999915e+01,2.089999999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.299250054359436035e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.697999999999999687e+01,2.108999999999999986e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.399312591552734375e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.729999999999999716e+01,2.103000000000000114e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.499309730529785156e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.765999999999999659e+01,2.105999999999999872e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.600750684738159180e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.765999999999999659e+01,2.108999999999999986e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.700746989250183105e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.797999999999999687e+01,2.108999999999999986e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.802488541603088379e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.832999999999999829e+01,2.116000000000000014e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.902618741989135742e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.842999999999999972e+01,2.116000000000000014e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.002613806724548340e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.861999999999999744e+01,2.132000000000000028e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.102438545227050781e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.895000000000000284e+01,2.132000000000000028e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.202496027946472168e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.920000000000000284e+01,2.137999999999999901e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.302557182312011719e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.956000000000000227e+01,2.137999999999999901e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.402620887756347656e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.964999999999999858e+01,2.137999999999999901e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.502683687210083008e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.985000000000000142e+01,2.141000000000000014e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.602584171295166016e+01,1.000000000000000000e+02,0.000000000000000000e+00,4.022999999999999687e+01,2.144999999999999929e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.702646374702453613e+01,1.000000000000000000e+02,0.000000000000000000e+00,4.046000000000000085e+01,2.167000000000000171e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.802707457542419434e+01,1.000000000000000000e+02,0.000000000000000000e+00,4.056000000000000227e+01,2.160999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.902705812454223633e+01,1.000000000000000000e+02,0.000000000000000000e+00,4.075000000000000000e+01,2.167000000000000171e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.000276877880096436e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.100999999999999801e+01,2.169999999999999929e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.010439500808715820e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.122999999999999687e+01,2.176999999999999957e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.020601956844329834e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.152000000000000313e+01,2.205999999999999872e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.030614850521087646e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.159000000000000341e+01,2.189999999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.040795829296112061e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.190999999999999659e+01,2.216000000000000014e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.050802009105682373e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.220000000000000284e+01,2.205999999999999872e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.060808320045471191e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.239000000000000057e+01,2.205999999999999872e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.070814590454101562e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.271999999999999886e+01,2.216000000000000014e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.080820846557617188e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.264999999999999858e+01,2.219000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.090827090740203857e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.290999999999999659e+01,2.235000000000000142e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.100834891796112061e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.317000000000000171e+01,2.253999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.110833096504211426e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.325999999999999801e+01,2.248000000000000043e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.120843079090118408e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.361999999999999744e+01,2.241000000000000014e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.131005735397338867e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.371000000000000085e+01,2.225000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.141008057594299316e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.384000000000000341e+01,2.244999999999999929e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.151014342308044434e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.420000000000000284e+01,2.260999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.161001625061035156e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.420000000000000284e+01,2.273999999999999844e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.171168053150177002e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.454999999999999716e+01,2.285999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.181332304477691650e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.464999999999999858e+01,2.269999999999999929e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.191496000289916992e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.488000000000000256e+01,2.276999999999999957e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.201498641967773438e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.496999999999999886e+01,2.292999999999999972e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.211488118171691895e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.500000000000000000e+01,2.314999999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.221491758823394775e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.542000000000000171e+01,2.321999999999999886e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.231493833065032959e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.542000000000000171e+01,2.332000000000000028e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.241500103473663330e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.557999999999999829e+01,2.319000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.251550533771514893e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.578000000000000114e+01,2.332000000000000028e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.261556730270385742e+02,1.000000000000000000e+02,5.000000000000000000e+01,4.590999999999999659e+01,2.341000000000000014e+01,2.300000000000000000e+01,2.300000000000000000e+01
